State,Grade,Standard ID,Standard Text,Project Name,Course Name,Match Rationale
AL,4,DLCS18.4.10,"Identify the different forms of web advertising and why websites, digital resources, and artifacts may include advertisements and collect personal information.",0.2 Digital Footprints,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens personal, information"
AL,4,DLCS18.4.10,"Identify the different forms of web advertising and why websites, digital resources, and artifacts may include advertisements and collect personal information.",0.3 Journey Through Computer Systems,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens personal, information"
AL,4,DLCS18.4.10,"Identify the different forms of web advertising and why websites, digital resources, and artifacts may include advertisements and collect personal information.",0.7 Slide Smarts with Digital Workbooks,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens personal, information"
AL,4,DLCS18.4.10,"Identify the different forms of web advertising and why websites, digital resources, and artifacts may include advertisements and collect personal information.",0.8 Scavenger Hunt,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens personal, information"
AL,4,DLCS18.4.11,"Discuss the digital divide as unequal access to technology based on differences such as income, education, age, or geographic location and locate resources in the community that can give people access to technology.",0.1 Cyber Smart Explorers,CS Breakthroughs with VR,"Matched CSTA 0.07; shared tokens can, discuss"
AL,4,DLCS18.4.11,"Discuss the digital divide as unequal access to technology based on differences such as income, education, age, or geographic location and locate resources in the community that can give people access to technology.",0.2 Digital Footprints,CS Breakthroughs with VR,"Matched CSTA 0.07; shared tokens can, discuss"
AL,4,DLCS18.4.11,"Discuss the digital divide as unequal access to technology based on differences such as income, education, age, or geographic location and locate resources in the community that can give people access to technology.",0.3 Journey Through Computer Systems,CS Breakthroughs with VR,"Matched CSTA 0.07; shared tokens can, discuss"
AL,4,DLCS18.4.11,"Discuss the digital divide as unequal access to technology based on differences such as income, education, age, or geographic location and locate resources in the community that can give people access to technology.",0.7 Slide Smarts with Digital Workbooks,CS Breakthroughs with VR,"Matched CSTA 0.07; shared tokens can, discuss"
AL,4,DLCS18.4.11,"Discuss the digital divide as unequal access to technology based on differences such as income, education, age, or geographic location and locate resources in the community that can give people access to technology.",0.8 Scavenger Hunt,CS Breakthroughs with VR,"Matched CSTA 0.07; shared tokens can, discuss"
AL,4,DLCS18.4.12,Use basic features of digital tools to communicate key ideas and details in a way that informs and/or persuades.,0.6 Data Detectives,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens communicate, use"
AL,4,DLCS18.4.13,Synthesize complex information from multiple sources in different ways to make it more useful and/or relevant.,0.3 Journey Through Computer Systems,CS Breakthroughs with VR,"Matched CSTA 0.07; shared tokens multiple, information"
AL,4,DLCS18.4.14,Type 20 words per minute with 95% accuracy using appropriate keyboarding techniques.,,CS Breakthroughs with VR,No strong match; placed by grade band
AL,4,DLCS18.4.15,"Conduct complex keyword searches to produce valid, appropriate results and evaluate results for accuracy, relevance, and appropriateness.",Animal Whisperer,CS Breakthroughs with VR,Keyword match in Level 0/Team project; shared tokens 
AL,4,DLCS18.4.15,"Conduct complex keyword searches to produce valid, appropriate results and evaluate results for accuracy, relevance, and appropriateness.",Carnival Rides,CS Breakthroughs with VR,Keyword match in Level 0/Team project; shared tokens 
AL,4,DLCS18.4.15,"Conduct complex keyword searches to produce valid, appropriate results and evaluate results for accuracy, relevance, and appropriateness.",Team Battle,CS Breakthroughs with VR,Keyword match in Level 0/Team project; shared tokens 
AL,4,DLCS18.4.15,"Conduct complex keyword searches to produce valid, appropriate results and evaluate results for accuracy, relevance, and appropriateness.",Team Exploration,CS Breakthroughs with VR,Keyword match in Level 0/Team project; shared tokens 
AL,4,DLCS18.4.15,"Conduct complex keyword searches to produce valid, appropriate results and evaluate results for accuracy, relevance, and appropriateness.",Tiny Town,CS Breakthroughs with VR,Keyword match in Level 0/Team project; shared tokens 
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,0.6 Data Detectives,CS Breakthroughs with VR,"Matched CSTA 0.12; shared tokens data, organize"
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,4.1 Spy Mission,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,4.2 Tiny Town,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,4.3 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,5.1 Clicker Garden,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,5.2 Team Exploration,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,5.3 Hidden Objects,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.16,Gather and organize data to answer a question using a variety of computing and data visualization methods.,5.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens data
AL,4,DLCS18.4.17,Demonstrate an appropriate level of proficiency in performing tasks using a range of digital devices.,,CS Breakthroughs with VR,No strong match; placed by grade band
AL,4,DLCS18.4.18,"Create a simple digital model of a system, individually and collaboratively, and explain what the model shows and does not show.",0.3 Journey Through Computer Systems,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens system, model"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,0.6 Data Detectives,CS Breakthroughs with VR,"Matched CSTA 0.14; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,0.6 Data Detectives,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens data
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,4.1 Spy Mission,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,4.2 Tiny Town,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,4.3 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,5.1 Clicker Garden,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,5.2 Team Exploration,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,5.3 Hidden Objects,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.19,Use data from a simulation to answer a question collaboratively.,5.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.18; shared tokens use, data"
AL,4,DLCS18.4.2,Formulate a list of sub-problems to consider while addressing a larger problem.,,CS Breakthroughs with VR,No strong match; placed by grade band
AL,4,DLCS18.4.20,"Explain how hardware and applications can enable everyone, including people with disabilities, to do things they could not do otherwise.",0.1 Cyber Smart Explorers,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens can, how"
AL,4,DLCS18.4.20,"Explain how hardware and applications can enable everyone, including people with disabilities, to do things they could not do otherwise.",0.2 Digital Footprints,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens can, how"
AL,4,DLCS18.4.20,"Explain how hardware and applications can enable everyone, including people with disabilities, to do things they could not do otherwise.",0.3 Journey Through Computer Systems,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens can, how"
AL,4,DLCS18.4.20,"Explain how hardware and applications can enable everyone, including people with disabilities, to do things they could not do otherwise.",0.3 Journey Through Computer Systems,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens hardware, how"
AL,4,DLCS18.4.20,"Explain how hardware and applications can enable everyone, including people with disabilities, to do things they could not do otherwise.",0.7 Slide Smarts with Digital Workbooks,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens can, how"
AL,4,DLCS18.4.20,"Explain how hardware and applications can enable everyone, including people with disabilities, to do things they could not do otherwise.",0.8 Scavenger Hunt,CS Breakthroughs with VR,"Matched CSTA 0.09; shared tokens can, how"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",0.8 Scavenger Hunt,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",1.1 Our Class Pet,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",1.2 Team Battle,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",1.3 Future Me,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",1.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",2.1 Hide and Seek,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",2.2 Animal Whisperer,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",2.3 Alien Invasion!,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",2.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",3.1 Obstacle Course,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",3.2 Carnival Rides,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",3.3 Escape the Maze,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",3.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",4.1 Spy Mission,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",4.2 Tiny Town,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",4.3 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",5.1 Clicker Garden,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",5.2 Team Exploration,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",5.3 Hidden Objects,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.21,"Develop, test, and refine prototypes as part of a cyclical design process to solve a simple problem.",5.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.10; shared tokens simple, solve"
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,2.1 Hide and Seek,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,2.2 Animal Whisperer,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,2.3 Alien Invasion!,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,2.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,3.1 Obstacle Course,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,3.2 Carnival Rides,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,3.3 Escape the Maze,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,3.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,4.1 Spy Mission,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,4.2 Tiny Town,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,4.3 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,5.1 Clicker Garden,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,5.2 Team Exploration,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,5.3 Hidden Objects,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.3,Show that different solutions exist for the same problem or sub-problem.,5.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens same
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.1 Hide and Seek,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.1 Hide and Seek,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.2 Animal Whisperer,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.2 Animal Whisperer,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.3 Alien Invasion!,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.3 Alien Invasion!,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,2.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.1 Obstacle Course,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.1 Obstacle Course,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.2 Carnival Rides,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.2 Carnival Rides,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.3 Escape the Maze,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.3 Escape the Maze,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,3.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,4.1 Spy Mission,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,4.1 Spy Mission,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,4.2 Tiny Town,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,4.2 Tiny Town,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,4.3 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,4.3 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.1 Clicker Garden,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.1 Clicker Garden,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.2 Team Exploration,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.2 Team Exploration,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.3 Hidden Objects,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.3 Hidden Objects,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens debug, errors"
AL,4,DLCS18.4.4,Detect and debug logical errors in various basic algorithms.,5.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.06; shared tokens algorithms
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,0.6 Data Detectives,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens use
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,1.2 Team Battle,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens use, plan"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.1 Hide and Seek,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.1 Hide and Seek,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.2 Animal Whisperer,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens use, plan"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.2 Animal Whisperer,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.2 Animal Whisperer,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.3 Alien Invasion!,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.3 Alien Invasion!,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,2.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.1 Obstacle Course,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.1 Obstacle Course,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.2 Carnival Rides,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens use, plan"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.2 Carnival Rides,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.2 Carnival Rides,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.3 Escape the Maze,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.3 Escape the Maze,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,3.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.1 Spy Mission,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.1 Spy Mission,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.1 Spy Mission,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.2 Tiny Town,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.2 Tiny Town,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens use, plan"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.2 Tiny Town,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.2 Tiny Town,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.3 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.3 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,4.3 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.1 Clicker Garden,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.1 Clicker Garden,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.1 Clicker Garden,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.2 Team Exploration,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.2 Team Exploration,CS Breakthroughs with VR,"Matched CSTA 0.13; shared tokens use, plan"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.2 Team Exploration,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.2 Team Exploration,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.3 Hidden Objects,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.3 Hidden Objects,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.3 Hidden Objects,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.4 Passion Project,CS Breakthroughs with VR,"Matched CSTA 0.20; shared tokens create, use"
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.09; shared tokens create
AL,4,DLCS18.4.5,Use flowcharts to create a plan or algorithm.,5.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens algorithm
AL,4,DLCS18.4.6,Define a simple pseudocode.,0.8 Scavenger Hunt,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,1.1 Our Class Pet,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,1.2 Team Battle,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,1.3 Future Me,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,1.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,2.1 Hide and Seek,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,2.2 Animal Whisperer,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,2.3 Alien Invasion!,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,2.4 Passion Project,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
AL,4,DLCS18.4.6,Define a simple pseudocode.,3.1 Obstacle Course,CS Breakthroughs with VR,Matched CSTA 0.07; shared tokens simple
